budget,revenue,actor,director,runtime,genre,variance,profit
3000000,7282851,James Le Gros,Don Coscarelli,97,Action,2.427617,4282851
3000000,3010,Alice Eve,David Brooks,90,Horror,0.001003333333,-2996990
3000000,3076820,Rose McGowan,Darren Stein,87,Comedy,1.025606667,76820
3000000,3830137,Anjelica Huston,Clark Gregg,92,Comedy,1.276712333,830137
3000000,23144499,Kevin Zegers,Charles Martin Smith,98,Comedy,7.714833,20144499
3000000,21000000,Alan Young,Burny Mattinson,26,Family,7,18000000
3000000,25000000,Jack Lemmon,Billy Wilder,125,Comedy,8.333333333,22000000
3000000,4000000,James Cagney,Billy Wilder,115,Comedy,1.333333333,1000000
3000000,33946224,Paul Mercurio,Baz Luhrmann,94,Comedy,11.315408,30946224
3000000,3221568,Mickey Rourke,Barbet Schroeder,100,Comedy,1.073856,221568
3000000,1675381,Clancy Brown,Anthony Leonardi III,100,Horror,0.5584603333,-1324619
3000000,2357852,Katie Jarvis,Andrea Arnold,123,Drama,0.7859506667,-642148
3000000,13000000,Paul Newman,Alfred Hitchcock,128,Mystery,4.333333333,10000000
3000000,153155,Laura Dern,Alexander Payne,104,Drama,0.05105166667,-2846845
3000000,67790117,Priscilla C. Shirer,Alex Kendrick,120,Drama,22.59670567,64790117
3200000,33395426,Mia Farrow,Roman Polanski,136,Horror,10.43607063,30195426
3200000,5332926,Ewan McGregor,Mike Mills,105,Drama,1.666539375,2132926
3200000,8000000,John Wayne,John Ford,123,Western,2.5,4800000
3200000,10000000,Jim Carrey,Howard Storm,94,Horror,3.125,6800000
3300000,64110728,Olivia Wilde,David Gelb,83,Thriller,19.42749333,60810728
3300000,13993093,Miles Teller,Damien Chazelle,105,Drama,4.240331212,10693093
3352254,58831997,Steve McQueen,Sam Peckinpah,118,Action,17.54998189,55479743
3400000,31063038,Mel Brooks,Mel Brooks,94,Comedy,9.136187647,27663038
3400000,9444018,Josh Stewart,Marcus Dunstan,88,Horror,2.777652353,6044018
3500000,25174316,Keri Russell,Scott Stewart,97,Science Fiction,7.192661714,21674316
3500000,16000000,Patrick Wayne,Sam Wanamaker,113,Action,4.571428571,12500000
3500000,40423945,Anya Taylor-Joy,Robert Eggers,92,Mystery,11.54969857,36923945
3500000,81600000,Donald Sutherland,Robert Altman,116,Comedy,23.31428571,78100000
3500000,24046533,Donald Sutherland,Philip Kaufman,115,Horror,6.870438,20546533
3500000,44462,Woody Harrelson,Peter Stebbings,101,Drama,0.01270342857,-3455538
3500000,257850122,Robert Carlyle,Peter Cattaneo,91,Comedy,73.67146343,254350122
3500000,7700000,Ben Stein,Nathan Frankowski,90,Documentary,2.2,4200000
3500000,14000000,George Kennedy,Michael Gornick,92,Horror,4,10500000
3500000,237113184,John Travolta,John Badham,118,Drama,67.746624,233613184
3500000,83453539,Robert Hays,Jim Abrahams,88,Comedy,23.84386829,79953539
3500000,1115493,Julia Ormond,Jennifer Chambers Lynch,97,Thriller,0.3187122857,-2384507
3500000,5155325,Michelle Monaghan,Jay Oliva,79,Animation,1.47295,1655325
3500000,2341309,Robert Patrick,James Yukich,89,Action,0.6689454286,-1158691
3500000,19504039,Kevin Spacey,J.C. Chandor,107,Thriller,5.572582571,16004039
3500000,124900000,Sean Connery,Guy Hamilton,110,Adventure,35.68571429,121400000
3500000,20659423,Tom Burlinson,George T. Miller,104,Drama,5.902692286,17159423
3500000,34000000,Lori Cardille,George A. Romero,102,Horror,9.714285714,30500000
3500000,28215918,Ice Cube,F. Gary Gray,91,Comedy,8.061690857,24715918
3500000,9482579,Edward Burns,Edward Burns,96,Comedy,2.709308286,5982579
3500000,5231128,David Boreanaz,Dave Bullock,75,Action,1.494608,1731128
3500000,54947,Asia Argento,Dario Argento,102,Horror,0.01569914286,-3445053
3500000,2000000,Marlon Brando,Charles Chaplin,120,Comedy,0.5714285714,-1500000
3500000,12600000,Jon Finch,Alfred Hitchcock,116,Crime,3.6,9100000
3500000,27900000,Tyrin Turner,Albert Hughes,97,Drama,7.971428571,24400000
3500159,76578641,Parminder Nagra,Gurinder Chadha,112,Comedy,21.8786178,73078482
3600000,5923044,Bruce Campbell,Sam Raimi,84,Horror,1.64529,2323044
3600000,49800000,Nicolas Cage,Mike Figgis,112,Drama,13.83333333,46200000
3600000,44785053,Dustin Hoffman,John Schlesinger,113,Drama,12.4402925,41185053
3700000,3338228,Jim Caviezel,Simon Brand,98,Crime,0.9022237838,-361772
3700000,31800000,Clint Eastwood,Clint Eastwood,135,Drama,8.594594595,28100000
3705538,62548947,Stephen Rea,Neil Jordan,112,Romance,16.87985577,58843409
3716946,3500000,Jason Robards,Sam Peckinpah,121,Action,0.9416332656,-216946
3730500,6294161,Ray Winstone,Nick Love,112,Action,1.687216459,2563661
3800000,23689877,Faye Dunaway,Sidney Lumet,121,Drama,6.234178158,19889877
3800000,28200000,Om Puri,Damien O'Donnell,97,Comedy,7.421052632,24400000
4000000,9064511,Colin Farrell,Yorgos Lanthimos,118,Thriller,2.26612775,5064511
4000000,31584901,Scarlett Johansson,Woody Allen,96,Comedy,7.89622525,27584901
4000000,38251425,Woody Allen,Woody Allen,93,Comedy,9.56285625,34251425
4000000,205843612,Phil Harris,Wolfgang Reitherman,78,Family,51.460903,201843612
4000000,55675257,Phil Harris,Wolfgang Reitherman,78,Animation,13.91881425,51675257
4000000,8059140,Ashley Judd,William Friedkin,102,Horror,2.014785,4059140
4000000,600896,Brenton Thwaites,William Eubank,95,Thriller,0.150224,-3399104
4000000,9221,Joe Swanberg,Ti West,99,Mystery,0.00230525,-3990779
4000000,29456000,Richard Anconina,Thomas Gilou,100,Comedy,7.364,25456000
4000000,20045115,Graham Chapman,Terry Jones,94,Comedy,5.01127875,16045115
4000000,11000000,Audrey Hepburn,Terence Young,108,Crime,2.75,7000000
4000000,36690067,Dana Kimmell,Steve Miner,95,Horror,9.17251675,32690067
4000000,56666667,Spencer Tracy,Stanley Kramer,108,Comedy,14.16666675,52666667
4000000,13474588,Cary Grant,Stanley Donen,113,Comedy,3.368647,9474588
4000000,119723856,Bill Murray,Sofia Coppola,102,Drama,29.930964,115723856
4000000,355688,Ellen Barkin,Sam Levinson,119,Comedy,0.088922,-3644312
4000000,46474,Daniel Radcliffe,Rod Hardy,105,Drama,0.0116185,-3953526
4000000,50163103,Jennifer Lopez,Rob Cohen,91,Thriller,12.54077575,46163103
4000000,44349000,Ellar Coltrane,Richard Linklater,164,Drama,11.08725,40349000
4000000,30471420,Christopher Guard,Ralph Bakshi,132,Drama,7.617855,26471420
4000000,3468572,Eric Bogosian,Oliver Stone,110,Drama,0.867143,-531428
4000000,13401952,Samuel Anderson,Nicholas Hytner,109,Comedy,3.350488,9401952
4000000,35564473,Michael Moore,Michael Moore,120,Documentary,8.89111825,31564473
4000000,530048,Martijn Lakemeier,Martin Koolhoven,103,Drama,0.132512,-3469952
4000000,44909486,Halle Berry,Marc Forster,111,Drama,11.2273715,40909486
4000000,34705850,Julianne Moore,Lisa Cholodenko,106,Comedy,8.6764625,30705850
4000000,16675000,Bruce Ramsay,Kevin Yagher,86,Horror,4.16875,12675000
4000000,1104682,Michael Parks,Kevin Smith,88,Horror,0.2761705,-2895318
4000000,25345000,Melissa George,Julian Gilbey,99,Adventure,6.33625,21345000
4000000,5000000,Steve McQueen,John Sturges,172,Adventure,1.25,1000000
4000000,2426851,Ben Kingsley,John Dahl,90,Comedy,0.60671275,-1573149
4000000,13008928,Roddy Piper,John Carpenter,94,Action,3.252232,9008928
4000000,253899,J.K. Simmons,Jim Kohlberg,105,Drama,0.06347475,-3746101
4000000,187112,Arnold Schwarzenegger,Henry Hobson,95,Horror,0.046778,-3812888
4000000,12121618,Richard Roundtree,Gordon Parks,100,Adventure,3.0304045,8121618
4000000,143191,Alan van Sprang,George A. Romero,90,Horror,0.03579775,-3856809
4000000,6870249,Neil Dudgeon,Garth Jennings,96,Comedy,1.71756225,2870249
4000000,146402,Javier Bardem,Fernando León de Aranoa,113,Drama,0.0366005,-3853598
4000000,30039392,Simon Pegg,Edgar Wright,99,Horror,7.509848,26039392
4000000,35976000,Clint Eastwood,Don Siegel,102,Action,8.994,31976000
4000000,16853487,Jean-Claude Van Damme,Deran Sarafian,93,Action,4.21337175,12853487
4000000,2365467,Nicolas Cage,David Gordon Green,118,Drama,0.59136675,-1634533
4000000,143101,Al Pacino,David Gordon Green,97,Drama,0.03577525,-3856899
4000000,866999,Stephanie Leonidas,Dave McKean,101,Adventure,0.21674975,-3133001
4000000,152925093,Tobin Bell,Darren Lynn Bousman,92,Horror,38.23127325,148925093
4000000,16491080,Ewan McGregor,Danny Boyle,93,Drama,4.12277,12491080
4000000,14237000,Clu Gulager,Dan O'Bannon,91,Comedy,3.55925,10237000
4000000,215880014,Rod Taylor,Clyde Geronimi,79,Adventure,53.9700035,211880014
4000000,4100000,Daveigh Chase,Chris Fisher,103,Thriller,1.025,100000
4000000,4630045,Dax Shepard,Bob Odenkirk,84,Comedy,1.15751125,630045
4000000,125728258,Dan Monahan,Bob Clark,94,Comedy,31.4320645,121728258
4000000,6101046,Evan Rachel Wood,Aristomenis Tsirbas,85,Science Fiction,1.5252615,2101046
4000000,350006,Annette Bening,Arie Posin,92,Drama,0.0875015,-3649994
4000000,9797098,Jennifer Rubin,Andrew Fleming,86,Horror,2.4492745,5797098
4000000,2826523,Gary Oldman,Alex Cox,112,Drama,0.70663075,-1173477
4000000,92921203,Jennifer Beals,Adrian Lyne,95,Drama,23.23030075,88921203
4000000,55125,Juno Temple,Abe Sylvia,90,Drama,0.01378125,-3944875
4100000,14225876,Stephen Lack,David Cronenberg,103,Horror,3.469725854,10125876
4200000,5835247,Patricia Tallman,Tom Savini,88,Horror,1.389344524,1635247
4317946,14624826,Regina Advento,Wim Wenders,106,Documentary,3.386986776,10306880
4361898,3031801,Luke Kirby,mile Gaudreault,92,Comedy,0.6950646255,-1330097
4500000,744816,Ally Sheedy,Todd Solondz,97,Comedy,0.1655146667,-3755184
4500000,1261000,Jeffrey Combs,Stuart Gordon,86,Horror,0.2802222222,-3239000
4500000,58853106,Brooke Shields,Randal Kleiser,104,Romance,13.078468,54353106
4500000,13417292,Timothy Spall,Mike Leigh,142,Drama,2.981620444,8917292
4500000,3813293,Scott Grimes,Mick Garris,86,Thriller,0.8473984444,-686707
4500000,10609321,Griffin Dunne,Martin Scorsese,97,Comedy,2.357626889,6109321
4500000,7011317,Jennifer Tilly,Lana Wachowski,108,Romance,1.558070444,2511317
4500000,81198894,Steve Guttenberg,Hugh Wilson,96,Comedy,18.04419867,76698894
4500000,123820,Katie Holmes,Galt Niederhoffer,95,Comedy,0.02751555556,-4376180
4500000,7390108,Ellen Burstyn,Darren Aronofsky,102,Drama,1.642246222,2890108
4500000,27092880,Sean Penn,Amy Heckerling,90,Comedy,6.02064,22592880
4500000,3606395,Liam Neeson,Agnieszka Wojtowicz-Vosloo,104,Drama,0.8014211111,-893605
4600000,1163967,Emma Roberts,Noel Clarke,117,Action,0.2530363043,-3436033
4600000,23198652,Liam James,Jim Rash,103,Comedy,5.043185217,18598652
4653000,6000000,John Wayne,Howard Hawks,120,Action,1.289490651,1347000
4700000,8025872,Dennis Hopper,Tobe Hooper,101,Horror,1.70763234,3325872
4750000,206871,Jenna Dewan,Jeremy Haft,98,Fantasy,0.04355178947,-4543129
4798235,209696,Rebecca Hall,Nick Murphy,107,Drama,0.04370273653,-4588539
4800000,22743674,Richard Gere,Paul Schrader,117,Thriller,4.738265417,17943674
4800000,10337387,Ryan Gosling,Nicolas Winding Refn,90,Drama,2.153622292,5537387
4800000,80578934,Jay Hernandez,Eli Roth,94,Horror,16.78727792,75778934
4900000,3494070,Anne Dorval,Xavier Dolan,138,Drama,0.7130755102,-1405930
4900000,2159041,Keri Russell,Jerusha Hess,97,Comedy,0.4406206122,-2740959
5000000,16554699,Michael Murphy,Wes Craven,109,Thriller,3.3109398,11554699
5000000,38275483,Ryan Reynolds,Walt Becker,92,Comedy,7.6550966,33275483
5000000,38610009,Johanna Braddy,Toby Wilkins,90,Horror,7.7220018,33610009
5000000,42365581,John Cleese,Terry Gilliam,116,Family,8.4731162,37365581
5000000,27400000,Madonna,Susan Seidelman,104,Drama,5.48,22400000
5000000,102529779,Olivia Cooke,Stiles White,89,Horror,20.5059558,97529779
5000000,12232628,Chuck Norris,Steve Carver,107,Action,2.4465256,7232628
5000000,110000000,Jamie Bell,Stephen Daldry,110,Drama,22,105000000
5000000,84563118,Gene Hackman,Ronald Neame,117,Action,16.9126236,79563118
5000000,1862805,Hugh Grant,Roman Polanski,139,Thriller,0.372561,-3137195
5000000,15738769,Andrew Divoff,Robert Kurtzman,90,Horror,3.1477538,10738769
5000000,3142154,Patrick Dempsey,Rob Minkoff,87,Mystery,0.6284308,-1857846
5000000,14000000,Kane Hodder,Rob Hedden,100,Horror,2.8,9000000
5000000,34725000,Anthony Perkins,Richard Franklin,113,Horror,6.945,29725000
5000000,4040588,Alan Rickman,Randall Miller,110,Comedy,0.8081176,-959412
5000000,1189612,Forest Whitaker,Philippe Caland,90,Horror,0.2379224,-3810388
5000000,3049135,Melanie Lynskey,Peter Jackson,99,Drama,0.609827,-1950865
5000000,328203506,Paul Hogan,Peter Faiman,97,Adventure,65.6407012,323203506
5000000,502758,Ken Ogata,Paul Schrader,121,Drama,0.1005516,-4497242
5000000,44030246,Katee Sackhoff,Mike Flanagan,104,Horror,8.8060492,39030246
5000000,3833507,John Paul Tremblay,Mike Clattenburg,95,Action,0.7667014,-1166493
5000000,4842699,Kate Bosworth,Michael Polish,121,Drama,0.9685398,-157301
5000000,2450846,Jeremy Renner,Michael Cuesta,112,Thriller,0.4901692,-2549154
5000000,50000000,Barbara Parkins,Mark Robson,123,Music,10,45000000
5000000,98450062,Olivia DeJonge,M. Night Shyamalan,94,Horror,19.6900124,93450062
5000000,26888376,Brian O'Halloran,Kevin Smith,97,Comedy,5.3776752,21888376
5000000,34251525,Oliver Reed,Ken Russell,111,Drama,6.850305,29251525
5000000,3569939,Tami Erin,Ken Annakin,100,Fantasy,0.7139878,-1430061
5000000,1296184,John Cusack,Joshua Seftel,106,Action,0.2592368,-3703816
5000000,2333684,Aubrey Peeples,Jon M. Chu,119,Drama,0.4667368,-2666316
5000000,5476060,Vince Vaughn,Jon Favreau,94,Action,1.095212,476060
5000000,13269963,Chris Cooper,John Sayles,135,Drama,2.6539926,8269963
5000000,8493728,Danielle Panabaker,John Gulager,83,Horror,1.6987456,3493728
5000000,54418872,Owen Wilson,John Erick Dowdle,103,Action,10.8837744,49418872
5000000,40100000,Perdita Weeks,John Erick Dowdle,93,Horror,8.02,35100000
5000000,4856298,Colin Farrell,John Crowley,105,Romance,0.9712596,-143702
5000000,5129058,Nicole Kidman,John Cameron Mitchell,91,Drama,1.0258116,129058
5000000,368744044,Nia Vardalos,Joel Zwick,95,Comedy,73.7488088,363744044
5000000,58978653,Jason Bateman,Joel Edgerton,108,Thriller,11.7957306,53978653
5000000,15116634,Donald Pleasence,Joe Chappelle,88,Horror,3.0233268,10116634
5000000,64282312,Johnny Knoxville,Jeff Tremaine,87,Comedy,12.8564624,59282312
5000000,3099314,Michael Shannon,Jeff Nichols,120,Thriller,0.6198628,-1900686
5000000,55198285,Matthew McConaughey,Jean-Marc Vallée,117,Drama,11.039657,50198285
5000000,2466444,Val Kilmer,James Cox,104,Crime,0.4932888,-2533556
5000000,1980338,Bill Pullman,Jake Kasdan,116,Comedy,0.3960676,-3019662
5000000,4013786,Maggie Smith,Israel Horovitz,107,Romance,0.8027572,-986214
5000000,205703818,Katie Featherston,Henry Joost,83,Horror,41.1407636,200703818
5000000,142817992,Katie Featherston,Henry Joost,95,Horror,28.5635984,137817992
5000000,31724284,James Franco,Harmony Korine,94,Drama,6.3448568,26724284
5000000,7230000,Harrison Ford,Guy Hamilton,118,Action,1.446,2230000
5000000,25562924,Ryan Robbins,Gonzalo López-Gallego,86,Horror,5.1125848,20562924
5000000,42000000,Paul McGann,Geoffrey Sax,89,TV Movie,8.4,37000000
5000000,75143,Olivia Wilde,Geoff Moore,91,Drama,0.0150286,-4924857
5000000,742898,Seth Green,Fenton Bailey,98,Comedy,0.1485796,-4257102
5000000,20146880,Omar Epps,Ernest R. Dickerson,96,Action,4.029376,15146880
5000000,6833445,Lorenza Izzo,Eli Roth,100,Horror,1.366689,1833445
5000000,15179302,Ashley Bell,Ed Gass-Donnelly,88,Horror,3.0358604,10179302
5000000,17768757,Donald Pleasence,Dwight H. Little,88,Horror,3.5537514,12768757
5000000,9760104,Sam Rockwell,Duncan Jones,97,Science Fiction,1.9520208,4760104
5000000,5879254,Christina Ricci,Don Roos,105,Comedy,1.1758508,879254
5000000,11642254,Donald Pleasence,Dominique Othenin-Girard,96,Horror,2.3284508,6642254
5000000,295206,Janeane Garofalo,David Wain,97,Comedy,0.0590412,-4704794
5000000,1000000,James Frecheville,David Michôd,113,Drama,0.2,-4000000
5000000,26010864,Anthony Hopkins,David Lynch,124,Drama,5.2021728,21010864
5000000,82719885,Cillian Murphy,Danny Boyle,113,Horror,16.543977,77719885
5000000,2614773,Rebecca Hall,Dan Rush,97,Comedy,0.5229546,-2385227
5000000,44793222,Robert Englund,Chuck Russell,96,Horror,8.9586444,39793222
5000000,86362372,Richard Cabral,Christopher B. Landon,84,Horror,17.2724744,81362372
5000000,16174377,Amy Adams,Christine Jeffs,102,Comedy,3.2348754,11174377
5000000,19905359,Sylvester Stallone,Bruce Malmuth,99,Action,3.9810718,14905359
5000000,8203235,Christian Bale,Brad Anderson,101,Thriller,1.640647,3203235
5000000,41833347,Peter Sellers,Blake Edwards,113,Comedy,8.3666694,36833347
5000000,346592,Aaron Eckhart,Bernie Goldmann,97,Comedy,0.0693184,-4653408
5000000,3263585,Ian Holm,Atom Egoyan,112,Drama,0.652717,-1736415
5000000,12534961,Kevin Bernhardt,Anthony Hickox,93,Horror,2.5069922,7534961
5000000,10429707,Sarah Drew,Andrew Erwin,98,Comedy,2.0859414,5429707
5000000,2367161,Dan Stevens,Adam Wingard,99,Mystery,0.4734322,-2632839
5037000,14483352,Jeffrey Hunter,Nicholas Ray,168,Drama,2.875392496,9446352
5115000,12000000,Stephen Boyd,Richard Fleischer,100,Adventure,2.346041056,6885000
5200000,14723313,Artur Żmijewski,Andrzej Wajda,118,Drama,2.831406346,9523313
5500000,5483299,Zach Braff,Zach Braff,120,Drama,0.9969634545,-16701
5500000,801000,Gregory Harrison,Russell Mulcahy,95,Horror,0.1456363636,-4699000
5500000,42300873,Steve McQueen,Peter Yates,113,Action,7.691067818,36800873
5500000,3000000,Ethan Hawke,Michael Spierig,97,Science Fiction,0.5454545455,-2500000
5500000,5000000,Jessica Chastain,Liv Ullmann,120,Drama,0.9090909091,-500000
5500000,58972904,Ben Cross,Hugh Hudson,123,Drama,10.72234618,53472904
5500000,159616327,Paul Newman,George Roy Hill,129,Comedy,29.02115036,154116327
5500000,26414658,Clint Eastwood,Clint Eastwood,109,Drama,4.802665091,20914658
5600000,29950000,Stuart Whitman,Ken Annakin,138,Action,5.348214286,24350000
5600000,8139,Thomas Kretschmann,Dario Argento,109,Horror,0.001453392857,-5591861
5773100,18144030,Nichola Burley,Max Giwa,98,Drama,3.14285739,12370930
5800000,33395426,Charlton Heston,Franklin J. Schaffner,112,Adventure,5.757832069,27595426
5900000,23000000,Brendan O'Carroll,Ben Kellett,94,Comedy,3.898305085,17100000
5952000,2120439,James Woods,David Cronenberg,87,Horror,0.3562565524,-3831561
5990000,19450000,Sudeep,S.S. Rajamouli,145,Science Fiction,3.247078464,13460000
6000000,57231524,Tyler Perry,Tyler Perry,110,Drama,9.538587333,51231524
6000000,30471,Willem Dafoe,Troy Duffy,108,Action,0.0050785,-5969529
6000000,14278900,Fred Savage,Todd Holland,100,Adventure,2.379816667,8278900
6000000,40940662,Paul Reubens,Tim Burton,90,Adventure,6.823443667,34940662
6000000,391410,Kim Basinger,Susan Montford,108,Action,0.065235,-5608590
6000000,10409377,James Woods,Sofia Coppola,97,Drama,1.734896167,4409377
6000000,24078196,Jean-Claude Van Damme,Sheldon Lettich,105,Action,4.013032667,18078196
6000000,3283371,Mark Dacascos,Sheldon Lettich,99,Action,0.5472285,-2716629
6000000,1066471,Alexander Skarsgård,Scott McGehee,93,Drama,0.1777451667,-4933529
6000000,69497,Matthew McConaughey,S.R. Bindler,85,Comedy,0.01158283333,-5930503
6000000,30000000,Jack Nicholson,Roman Polanski,130,Crime,5,24000000
6000000,102272727,Julie Andrews,Robert Stevenson,139,Comedy,17.0454545,96272727
6000000,3485127,Kristen Bell,Rob Thomas,107,Comedy,0.5808545,-2514873
6000000,6852450,Ben Affleck,Risa Bramon Garcia,101,Comedy,1.142075,852450
6000000,25059640,Omar Epps,Rick Famuyiwa,106,Comedy,4.176606667,19059640
6000000,1020921,Morgan Freeman,Richard Loncraine,92,Drama,0.1701535,-4979079
6000000,1270522,Jake Gyllenhaal,Richard Kelly,113,Fantasy,0.2117536667,-4729478
6000000,6670712,Andy García,Raymond De Felitta,104,Drama,1.111785333,670712
6000000,181813770,John Travolta,Randal Kleiser,110,Music,30.302295,175813770
6000000,10278575,Mel Gibson,Peter Weir,115,War,1.713095833,4278575
6000000,58000000,Gwyneth Paltrow,Peter Howitt,99,Comedy,9.666666667,52000000
6000000,6330054,Nick Nolte,Paul Schrader,114,Drama,1.055009,330054
6000000,138530565,Tom Berenger,Oliver Stone,120,Drama,23.0884275,132530565
6000000,41387687,Maggie Smith,Nicholas Hytner,104,Comedy,6.897947833,35387687
