budget,revenue,actor,director,runtime,genre,profit
3705538,62548947,Stephen Rea,Neil Jordan,112,Romance,58843409
3716946,3500000,Jason Robards,Sam Peckinpah,121,Action,-216946
3730500,6294161,Ray Winstone,Nick Love,112,Action,2563661
3800000,28200000,Om Puri,Damien O'Donnell,97,Comedy,24400000
3800000,23689877,Faye Dunaway,Sidney Lumet,121,Drama,19889877
4000000,55125,Juno Temple,Abe Sylvia,90,Drama,-3944875
4000000,92921203,Jennifer Beals,Adrian Lyne,95,Drama,88921203
4000000,2826523,Gary Oldman,Alex Cox,112,Drama,-1173477
4000000,9797098,Jennifer Rubin,Andrew Fleming,86,Horror,5797098
4000000,350006,Annette Bening,Arie Posin,92,Drama,-3649994
4000000,6101046,Evan Rachel Wood,Aristomenis Tsirbas,85,Science Fiction,2101046
4000000,125728258,Dan Monahan,Bob Clark,94,Comedy,121728258
4000000,4630045,Dax Shepard,Bob Odenkirk,84,Comedy,630045
4000000,4100000,Daveigh Chase,Chris Fisher,103,Thriller,100000
4000000,215880014,Rod Taylor,Clyde Geronimi,79,Adventure,211880014
4000000,14237000,Clu Gulager,Dan O'Bannon,91,Comedy,10237000
4000000,16491080,Ewan McGregor,Danny Boyle,93,Drama,12491080
4000000,152925093,Tobin Bell,Darren Lynn Bousman,92,Horror,148925093
4000000,866999,Stephanie Leonidas,Dave McKean,101,Adventure,-3133001
4000000,143101,Al Pacino,David Gordon Green,97,Drama,-3856899
4000000,2365467,Nicolas Cage,David Gordon Green,118,Drama,-1634533
4000000,16853487,Jean-Claude Van Damme,Deran Sarafian,93,Action,12853487
4000000,35976000,Clint Eastwood,Don Siegel,102,Action,31976000
4000000,30039392,Simon Pegg,Edgar Wright,99,Horror,26039392
4000000,146402,Javier Bardem,Fernando León de Aranoa,113,Drama,-3853598
4000000,6870249,Neil Dudgeon,Garth Jennings,96,Comedy,2870249
4000000,143191,Alan van Sprang,George A. Romero,90,Horror,-3856809
4000000,12121618,Richard Roundtree,Gordon Parks,100,Adventure,8121618
4000000,187112,Arnold Schwarzenegger,Henry Hobson,95,Horror,-3812888
4000000,253899,J.K. Simmons,Jim Kohlberg,105,Drama,-3746101
4000000,13008928,Roddy Piper,John Carpenter,94,Action,9008928
4000000,2426851,Ben Kingsley,John Dahl,90,Comedy,-1573149
4000000,5000000,Steve McQueen,John Sturges,172,Adventure,1000000
4000000,25345000,Melissa George,Julian Gilbey,99,Adventure,21345000
4000000,1104682,Michael Parks,Kevin Smith,88,Horror,-2895318
4000000,16675000,Bruce Ramsay,Kevin Yagher,86,Horror,12675000
4000000,34705850,Julianne Moore,Lisa Cholodenko,106,Comedy,30705850
4000000,44909486,Halle Berry,Marc Forster,111,Drama,40909486
4000000,530048,Martijn Lakemeier,Martin Koolhoven,103,Drama,-3469952
4000000,35564473,Michael Moore,Michael Moore,120,Documentary,31564473
4000000,13401952,Samuel Anderson,Nicholas Hytner,109,Comedy,9401952
4000000,3468572,Eric Bogosian,Oliver Stone,110,Drama,-531428
4000000,30471420,Christopher Guard,Ralph Bakshi,132,Drama,26471420
4000000,44349000,Ellar Coltrane,Richard Linklater,164,Drama,40349000
4000000,50163103,Jennifer Lopez,Rob Cohen,91,Thriller,46163103
4000000,46474,Daniel Radcliffe,Rod Hardy,105,Drama,-3953526
4000000,355688,Ellen Barkin,Sam Levinson,119,Comedy,-3644312
4000000,119723856,Bill Murray,Sofia Coppola,102,Drama,115723856
4000000,13474588,Cary Grant,Stanley Donen,113,Comedy,9474588
4000000,56666667,Spencer Tracy,Stanley Kramer,108,Comedy,52666667
4000000,36690067,Dana Kimmell,Steve Miner,95,Horror,32690067
4000000,11000000,Audrey Hepburn,Terence Young,108,Crime,7000000
4000000,20045115,Graham Chapman,Terry Jones,94,Comedy,16045115
4000000,29456000,Richard Anconina,Thomas Gilou,100,Comedy,25456000
4000000,9221,Joe Swanberg,Ti West,99,Mystery,-3990779
4000000,600896,Brenton Thwaites,William Eubank,95,Thriller,-3399104
4000000,8059140,Ashley Judd,William Friedkin,102,Horror,4059140
4000000,205843612,Phil Harris,Wolfgang Reitherman,78,Family,201843612
4000000,55675257,Phil Harris,Wolfgang Reitherman,78,Animation,51675257
4000000,31584901,Scarlett Johansson,Woody Allen,96,Comedy,27584901
4000000,38251425,Woody Allen,Woody Allen,93,Comedy,34251425
4000000,9064511,Colin Farrell,Yorgos Lanthimos,118,Thriller,5064511
4100000,14225876,Stephen Lack,David Cronenberg,103,Horror,10125876
4200000,5835247,Patricia Tallman,Tom Savini,88,Horror,1635247
4317946,14624826,Regina Advento,Wim Wenders,106,Documentary,10306880
4361898,3031801,Luke Kirby,mile Gaudreault,92,Comedy,-1330097
4500000,3606395,Liam Neeson,Agnieszka Wojtowicz-Vosloo,104,Drama,-893605
4500000,27092880,Sean Penn,Amy Heckerling,90,Comedy,22592880
4500000,7390108,Ellen Burstyn,Darren Aronofsky,102,Drama,2890108
4500000,123820,Katie Holmes,Galt Niederhoffer,95,Comedy,-4376180
4500000,81198894,Steve Guttenberg,Hugh Wilson,96,Comedy,76698894
4500000,7011317,Jennifer Tilly,Lana Wachowski,108,Romance,2511317
4500000,10609321,Griffin Dunne,Martin Scorsese,97,Comedy,6109321
4500000,3813293,Scott Grimes,Mick Garris,86,Thriller,-686707
4500000,13417292,Timothy Spall,Mike Leigh,142,Drama,8917292
4500000,58853106,Brooke Shields,Randal Kleiser,104,Romance,54353106
4500000,1261000,Jeffrey Combs,Stuart Gordon,86,Horror,-3239000
4500000,744816,Ally Sheedy,Todd Solondz,97,Comedy,-3755184
4600000,23198652,Liam James,Jim Rash,103,Comedy,18598652
4600000,1163967,Emma Roberts,Noel Clarke,117,Action,-3436033
4653000,6000000,John Wayne,Howard Hawks,120,Action,1347000
4700000,8025872,Dennis Hopper,Tobe Hooper,101,Horror,3325872
4750000,206871,Jenna Dewan,Jeremy Haft,98,Fantasy,-4543129
4798235,209696,Rebecca Hall,Nick Murphy,107,Drama,-4588539
4800000,80578934,Jay Hernandez,Eli Roth,94,Horror,75778934
4800000,10337387,Ryan Gosling,Nicolas Winding Refn,90,Drama,5537387
4800000,22743674,Richard Gere,Paul Schrader,117,Thriller,17943674
4900000,2159041,Keri Russell,Jerusha Hess,97,Comedy,-2740959
4900000,3494070,Anne Dorval,Xavier Dolan,138,Drama,-1405930
5000000,2367161,Dan Stevens,Adam Wingard,99,Mystery,-2632839
5000000,10429707,Sarah Drew,Andrew Erwin,98,Comedy,5429707
5000000,12534961,Kevin Bernhardt,Anthony Hickox,93,Horror,7534961
5000000,3263585,Ian Holm,Atom Egoyan,112,Drama,-1736415
5000000,346592,Aaron Eckhart,Bernie Goldmann,97,Comedy,-4653408
5000000,41833347,Peter Sellers,Blake Edwards,113,Comedy,36833347
5000000,8203235,Christian Bale,Brad Anderson,101,Thriller,3203235
5000000,19905359,Sylvester Stallone,Bruce Malmuth,99,Action,14905359
5000000,16174377,Amy Adams,Christine Jeffs,102,Comedy,11174377
5000000,86362372,Richard Cabral,Christopher B. Landon,84,Horror,81362372
5000000,44793222,Robert Englund,Chuck Russell,96,Horror,39793222
5000000,2614773,Rebecca Hall,Dan Rush,97,Comedy,-2385227
5000000,82719885,Cillian Murphy,Danny Boyle,113,Horror,77719885
5000000,26010864,Anthony Hopkins,David Lynch,124,Drama,21010864
5000000,1000000,James Frecheville,David Michôd,113,Drama,-4000000
5000000,295206,Janeane Garofalo,David Wain,97,Comedy,-4704794
5000000,11642254,Donald Pleasence,Dominique Othenin-Girard,96,Horror,6642254
5000000,5879254,Christina Ricci,Don Roos,105,Comedy,879254
5000000,9760104,Sam Rockwell,Duncan Jones,97,Science Fiction,4760104
5000000,17768757,Donald Pleasence,Dwight H. Little,88,Horror,12768757
5000000,15179302,Ashley Bell,Ed Gass-Donnelly,88,Horror,10179302
5000000,6833445,Lorenza Izzo,Eli Roth,100,Horror,1833445
5000000,20146880,Omar Epps,Ernest R. Dickerson,96,Action,15146880
5000000,742898,Seth Green,Fenton Bailey,98,Comedy,-4257102
5000000,75143,Olivia Wilde,Geoff Moore,91,Drama,-4924857
5000000,42000000,Paul McGann,Geoffrey Sax,89,TV Movie,37000000
5000000,25562924,Ryan Robbins,Gonzalo López-Gallego,86,Horror,20562924
5000000,7230000,Harrison Ford,Guy Hamilton,118,Action,2230000
5000000,31724284,James Franco,Harmony Korine,94,Drama,26724284
5000000,205703818,Katie Featherston,Henry Joost,83,Horror,200703818
5000000,142817992,Katie Featherston,Henry Joost,95,Horror,137817992
5000000,4013786,Maggie Smith,Israel Horovitz,107,Romance,-986214
5000000,1980338,Bill Pullman,Jake Kasdan,116,Comedy,-3019662
5000000,2466444,Val Kilmer,James Cox,104,Crime,-2533556
5000000,55198285,Matthew McConaughey,Jean-Marc Vallée,117,Drama,50198285
5000000,3099314,Michael Shannon,Jeff Nichols,120,Thriller,-1900686
5000000,64282312,Johnny Knoxville,Jeff Tremaine,87,Comedy,59282312
5000000,15116634,Donald Pleasence,Joe Chappelle,88,Horror,10116634
5000000,58978653,Jason Bateman,Joel Edgerton,108,Thriller,53978653
5000000,368744044,Nia Vardalos,Joel Zwick,95,Comedy,363744044
5000000,5129058,Nicole Kidman,John Cameron Mitchell,91,Drama,129058
5000000,4856298,Colin Farrell,John Crowley,105,Romance,-143702
5000000,54418872,Owen Wilson,John Erick Dowdle,103,Action,49418872
5000000,40100000,Perdita Weeks,John Erick Dowdle,93,Horror,35100000
5000000,8493728,Danielle Panabaker,John Gulager,83,Horror,3493728
5000000,13269963,Chris Cooper,John Sayles,135,Drama,8269963
5000000,5476060,Vince Vaughn,Jon Favreau,94,Action,476060
5000000,2333684,Aubrey Peeples,Jon M. Chu,119,Drama,-2666316
5000000,1296184,John Cusack,Joshua Seftel,106,Action,-3703816
5000000,3569939,Tami Erin,Ken Annakin,100,Fantasy,-1430061
5000000,34251525,Oliver Reed,Ken Russell,111,Drama,29251525
5000000,26888376,Brian O'Halloran,Kevin Smith,97,Comedy,21888376
5000000,98450062,Olivia DeJonge,M. Night Shyamalan,94,Horror,93450062
5000000,50000000,Barbara Parkins,Mark Robson,123,Music,45000000
5000000,2450846,Jeremy Renner,Michael Cuesta,112,Thriller,-2549154
5000000,4842699,Kate Bosworth,Michael Polish,121,Drama,-157301
5000000,3833507,John Paul Tremblay,Mike Clattenburg,95,Action,-1166493
5000000,44030246,Katee Sackhoff,Mike Flanagan,104,Horror,39030246
5000000,502758,Ken Ogata,Paul Schrader,121,Drama,-4497242
5000000,328203506,Paul Hogan,Peter Faiman,97,Adventure,323203506
5000000,3049135,Melanie Lynskey,Peter Jackson,99,Drama,-1950865
5000000,1189612,Forest Whitaker,Philippe Caland,90,Horror,-3810388
5000000,4040588,Alan Rickman,Randall Miller,110,Comedy,-959412
5000000,34725000,Anthony Perkins,Richard Franklin,113,Horror,29725000
5000000,14000000,Kane Hodder,Rob Hedden,100,Horror,9000000
5000000,3142154,Patrick Dempsey,Rob Minkoff,87,Mystery,-1857846
5000000,15738769,Andrew Divoff,Robert Kurtzman,90,Horror,10738769
5000000,1862805,Hugh Grant,Roman Polanski,139,Thriller,-3137195
5000000,84563118,Gene Hackman,Ronald Neame,117,Action,79563118
5000000,110000000,Jamie Bell,Stephen Daldry,110,Drama,105000000
5000000,12232628,Chuck Norris,Steve Carver,107,Action,7232628
5000000,102529779,Olivia Cooke,Stiles White,89,Horror,97529779
5000000,27400000,Madonna,Susan Seidelman,104,Drama,22400000
5000000,42365581,John Cleese,Terry Gilliam,116,Family,37365581
5000000,38610009,Johanna Braddy,Toby Wilkins,90,Horror,33610009
5000000,38275483,Ryan Reynolds,Walt Becker,92,Comedy,33275483
5000000,16554699,Michael Murphy,Wes Craven,109,Thriller,11554699
5037000,14483352,Jeffrey Hunter,Nicholas Ray,168,Drama,9446352
5115000,12000000,Stephen Boyd,Richard Fleischer,100,Adventure,6885000
5200000,14723313,Artur Żmijewski,Andrzej Wajda,118,Drama,9523313
5500000,26414658,Clint Eastwood,Clint Eastwood,109,Drama,20914658
5500000,159616327,Paul Newman,George Roy Hill,129,Comedy,154116327
5500000,58972904,Ben Cross,Hugh Hudson,123,Drama,53472904
5500000,5000000,Jessica Chastain,Liv Ullmann,120,Drama,-500000
5500000,3000000,Ethan Hawke,Michael Spierig,97,Science Fiction,-2500000
5500000,42300873,Steve McQueen,Peter Yates,113,Action,36800873
5500000,801000,Gregory Harrison,Russell Mulcahy,95,Horror,-4699000
5500000,5483299,Zach Braff,Zach Braff,120,Drama,-16701
5600000,8139,Thomas Kretschmann,Dario Argento,109,Horror,-5591861
5600000,29950000,Stuart Whitman,Ken Annakin,138,Action,24350000
5773100,18144030,Nichola Burley,Max Giwa,98,Drama,12370930
5800000,33395426,Charlton Heston,Franklin J. Schaffner,112,Adventure,27595426
5900000,23000000,Brendan O'Carroll,Ben Kellett,94,Comedy,17100000
5952000,2120439,James Woods,David Cronenberg,87,Horror,-3831561
5990000,19450000,Sudeep,S.S. Rajamouli,145,Science Fiction,13460000
6000000,5093707,Chuck Norris,Aaron Norris,86,Action,-906293
6000000,13609396,Cary Elwes,Alan Shapiro,89,Drama,7609396
6000000,15071,Evan Rachel Wood,Andrew Fleming,90,Comedy,-5984929
6000000,25792310,Virginia Madsen,Bernard Rose,99,Drama,19792310
6000000,33833201,Peter Sellers,Blake Edwards,103,Comedy,27833201
6000000,13231461,Bradley Cooper,Brian Klugman,96,Drama,7231461
6000000,5617391,Kevin Conroy,Bruce Timm,76,Animation,-382609
6000000,23341568,Stephen Baldwin,Bryan Singer,106,Drama,17341568
6000000,90777,Idris Elba,Cary Fukunaga,137,Drama,-5909223
6000000,18750246,Bob Balaban,Christopher Guest,91,Comedy,12750246
6000000,44703995,Mickey Rourke,Darren Aronofsky,109,Drama,38703995
6000000,2025238,Chelcie Ross,David Atkins,95,Comedy,-3974762
6000000,1193062,Vanilla Ice,David Kellogg,91,Drama,-4806938
6000000,8551228,Isabella Rossellini,David Lynch,120,Crime,2551228
6000000,46616067,Sean Penn,Dennis Hopper,120,Action,40616067
6000000,22231658,Gwyneth Paltrow,Douglas McGrath,121,Comedy,16231658
6000000,213954274,Jennifer Grey,Emile Ardolino,100,Drama,207954274
6000000,1300000,Tilda Swinton,Erick Zonca,138,Drama,-4700000
6000000,245066411,Marlon Brando,Francis Ford Coppola,175,Drama,239066411
6000000,31081,Elijah Wood,Franck Khalfoun,89,Horror,-5968919
6000000,161000000,Barbra Streisand,Frank Pierson,139,Drama,155000000
6000000,18197398,Cuba Gooding Jr.,Fred Savage,89,Comedy,12197398
6000000,102308889,Paul Newman,George Roy Hill,110,History,96308889
6000000,39846344,Chevy Chase,Harold Ramis,98,Comedy,33846344
6000000,28900000,Gregory Peck,J. Lee Thompson,158,Action,22900000
6000000,43656822,Natalie Wood,Jerome Robbins,152,Music,37656822
6000000,30000000,Jack Lemmon,Jerry Jameson,114,Action,24000000
6000000,29180280,Nicolas Cage,Joel Coen,94,Comedy,23180280
6000000,50000000,Kurt Russell,John Carpenter,99,Science Fiction,44000000
6000000,70136369,Matthew Broderick,John Hughes,103,Drama,64136369
6000000,12974636,Ally Sheedy,John Lafia,97,Horror,6974636
6000000,19560274,Brendan Gleeson,John Michael McDonagh,96,Action,13560274
6000000,28202109,Jim Varney,John R. Cherry III,95,Comedy,22202109
6000000,2899975,Ben Kingsley,Jonathan Levine,99,Drama,-3100025
6000000,32251,Anne Hathaway,Kate Barker-Froyland,86,Drama,-5967749
6000000,48027970,Forest Whitaker,Kevin Macdonald,121,Drama,42027970
6000000,5206,Orlando Bloom,Lance Daly,93,Drama,-5994794
6000000,35401758,Brie Larson,Lenny Abrahamson,117,Drama,29401758
6000000,4398989,Sarah Michelle Gellar,Mark Tarlov,95,Comedy,-1601011
6000000,4300000,Marlon Brando,Marlon Brando,141,Western,-1700000
6000000,11122090,Zac Efron,Max Joseph,96,Drama,5122090
6000000,14717854,Richard Harris,Michael Anderson,92,Drama,8717854
6000000,42721196,Andrew McCarthy,Michael Gottlieb,89,Fantasy,36721196
6000000,3661757,Scott Glenn,Michael Mann,96,Drama,-2338243
6000000,119114517,Michael Moore,Michael Moore,122,Documentary,113114517
6000000,705308,Patricia Arquette,Michel Gondry,96,Drama,-5294692
6000000,254700832,Hugh Grant,Mike Newell,117,Comedy,248700832
6000000,38435947,Tom Hanks,Neal Israel,105,Comedy,32435947
6000000,41387687,Maggie Smith,Nicholas Hytner,104,Comedy,35387687
6000000,138530565,Tom Berenger,Oliver Stone,120,Drama,132530565
6000000,6330054,Nick Nolte,Paul Schrader,114,Drama,330054
6000000,58000000,Gwyneth Paltrow,Peter Howitt,99,Comedy,52000000
6000000,10278575,Mel Gibson,Peter Weir,115,War,4278575
6000000,181813770,John Travolta,Randal Kleiser,110,Music,175813770
6000000,6670712,Andy García,Raymond De Felitta,104,Drama,670712
6000000,1270522,Jake Gyllenhaal,Richard Kelly,113,Fantasy,-4729478
6000000,1020921,Morgan Freeman,Richard Loncraine,92,Drama,-4979079
6000000,25059640,Omar Epps,Rick Famuyiwa,106,Comedy,19059640
6000000,6852450,Ben Affleck,Risa Bramon Garcia,101,Comedy,852450
6000000,3485127,Kristen Bell,Rob Thomas,107,Comedy,-2514873
6000000,102272727,Julie Andrews,Robert Stevenson,139,Comedy,96272727
6000000,30000000,Jack Nicholson,Roman Polanski,130,Crime,24000000
6000000,69497,Matthew McConaughey,S.R. Bindler,85,Comedy,-5930503
6000000,1066471,Alexander Skarsgård,Scott McGehee,93,Drama,-4933529
6000000,24078196,Jean-Claude Van Damme,Sheldon Lettich,105,Action,18078196
6000000,3283371,Mark Dacascos,Sheldon Lettich,99,Action,-2716629
6000000,10409377,James Woods,Sofia Coppola,97,Drama,4409377
6000000,391410,Kim Basinger,Susan Montford,108,Action,-5608590
6000000,40940662,Paul Reubens,Tim Burton,90,Adventure,34940662
6000000,14278900,Fred Savage,Todd Holland,100,Adventure,8278900
6000000,30471,Willem Dafoe,Troy Duffy,108,Action,-5969529
6000000,57231524,Tyler Perry,Tyler Perry,110,Drama,51231524
6200000,9205924,James Karen,Ken Wiederhorn,89,Comedy,3005924
6200000,63541777,Tom Cruise,Paul Brickman,98,Comedy,57341777
6244087,638641,Ernest Borgnine,Sam Peckinpah,145,Adventure,-5605446
6300000,419953,Andrea Riseborough,James Marsh,101,Thriller,-5880047
6400000,2500000,Ewan McGregor,David Mackenzie,93,Drama,-3900000
6400000,78371200,Arnold Schwarzenegger,James Cameron,108,Action,71971200
6400000,35057696,Michelle Williams,Simon Curtis,99,Drama,28657696
6400000,40084041,Woody Allen,Woody Allen,107,Comedy,33684041
6500000,33759266,Dan Monahan,Bob Clark,98,Comedy,27259266
6500000,31899000,Michael Caine,Brian De Palma,105,Horror,25399000
6500000,28451622,Sarah Polley,Doug Liman,98,Crime,21951622
6500000,13865435,Ashley Hinshaw,Grégory Levasseur,89,Horror,7365435
6500000,26533200,Robert Redford,Jack Clayton,144,Drama,20033200
6500000,2347000,Sean Penn,James Foley,111,Crime,-4153000
6500000,24793509,Aaron Eckhart,Jason Reitman,92,Comedy,18293509
6500000,12633747,Jason Patric,Joe Carnahan,105,Action,6133747
6500000,23686027,Molly Ringwald,John Hughes,93,Comedy,17186027
6500000,255273813,Annabelle Wallis,John R. Leonetti,99,Horror,248773813
6500000,21709020,Dustin Hoffman,John Schlesinger,125,Thriller,15209020
6500000,57504069,Laurence Fishburne,John Singleton,112,Crime,51004069
6500000,22889018,Cillian Murphy,Ken Loach,124,Drama,16389018
6500000,54215416,Lou Diamond Phillips,Luis Valdez,108,Drama,47715416
6500000,11850214,Daniel Craig,Matthew Vaughn,105,Drama,5350214
6500000,1548955,Colin Farrell,Michael Mayer,96,Romance,-4951045
6500000,13368437,Catherine Keener,Nicole Holofcener,88,Drama,6868437
6500000,1521261,Ben Foster,Oren Moverman,113,Drama,-4978739
6500000,98410061,Sandra Bullock,Paul Haggis,112,Drama,91910061
6500000,37295445,Ossie Davis,Spike Lee,120,Crime,30795445
6500000,17693675,Michael Fassbender,Steve McQueen,100,Drama,11193675
6500000,30218387,Andrew McCarthy,Ted Kotcheff,97,Comedy,23718387
6500000,2401510,Brit Marling,Zal Batmanglij,116,Drama,-4098490
6600000,1554000,Juliette Binoche,Olivier Assayas,124,Drama,-5046000
6600000,37710610,Paula Patton,Salim Akil,112,Comedy,31110610
6700000,1430655,Mark Ruffalo,Maya Forbes,87,Comedy,-5269345
6800000,26518355,William Holden,Don Taylor,107,Action,19718355
6900000,7993039,Jason London,Richard Linklater,102,Comedy,1093039
7000000,49084830,Philip Seymour Hoffman,Bennett Miller,114,Crime,42084830
7000000,1429299,Matt Czuchry,Bob Gosse,106,Comedy,-5570701
7000000,10000000,Gwyneth Paltrow,Christine Jeffs,109,Drama,3000000
7000000,20256975,Carl Weathers,Craig R. Baxley,96,Action,13256975
7000000,9229401,Dolph Lundgren,Craig R. Baxley,91,Action,2229401
7000000,2360281,Jennifer Aniston,Daniel Barnz,102,Drama,-4639719
7000000,48126384,Jake Gyllenhaal,David Ayer,109,Crime,41126384
7000000,14702438,Ben Stiller,David O. Russell,92,Comedy,7702438
7000000,6230276,Drake Bell,Deb Hagan,94,Comedy,-769724
7000000,10229331,Dr. Dre,DJ Pooh,93,Action,3229331
7000000,14665733,Derek Jacobi,Don Bluth,82,Fantasy,7665733
7000000,1100000,Mariel Hemingway,Eric Red,80,Horror,-5900000
7000000,31430334,Michael Stuhlbarg,Ethan Coen,105,Comedy,24430334
7000000,5344577,Jason Beghe,George A. Romero,113,Thriller,-1655423
7000000,54600000,David Strathairn,George Clooney,93,Drama,47600000
